Academic Discipline,Field,LLM-Generated Name
مهندسی و فناوری,مهندسی پزشکی,علیرضا
مهندسی و فناوری,مهندسی پزشکی,سام
مهندسی و فناوری,مهندسی پزشکی,سینا
مهندسی و فناوری,مهندسی پزشکی,سعید
مهندسی و فناوری,مهندسی پزشکی,مهدی
مهندسی و فناوری,مهندسی پزشکی,مصطفی
مهندسی و فناوری,مهندسی پزشکی,مصطفی
مهندسی و فناوری,مهندسی پزشکی,نیما
مهندسی و فناوری,مهندسی پزشکی,مرضیه
مهندسی و فناوری,مهندسی پزشکی,اصغر
مهندسی و فناوری,مهندسی پزشکی,امیرمصطفی
مهندسی و فناوری,مهندسی پزشکی,ایلن
مهندسی و فناوری,مهندسی پزشکی,سارا
مهندسی و فناوری,مهندسی پزشکی,بهزاد
مهندسی و فناوری,مهندسی پزشکی,زهرا
مهندسی و فناوری,مهندسی پزشکی,علیرضا
مهندسی و فناوری,مهندسی پزشکی,علی
مهندسی و فناوری,مهندسی پزشکی,مهدی
مهندسی و فناوری,مهندسی پزشکی,علی
مهندسی و فناوری,مهندسی پزشکی,مهدی
مهندسی و فناوری,مهندسی پزشکی,سعید
مهندسی و فناوری,مهندسی پزشکی,سارا
مهندسی و فناوری,مهندسی پزشکی,مهدی
مهندسی و فناوری,مهندسی پزشکی,الکسا
مهندسی و فناوری,مهندسی پزشکی,رضا
مهندسی و فناوری,مهندسی پزشکی,نیما
مهندسی و فناوری,مهندسی شیمی,علی
مهندسی و فناوری,مهندسی شیمی,محسن
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,محسن
مهندسی و فناوری,مهندسی شیمی,حسن
مهندسی و فناوری,مهندسی شیمی,محمد
مهندسی و فناوری,مهندسی شیمی,حسن
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مجتبیمصطفی
مهندسی و فناوری,مهندسی شیمی,مهدی
مهندسی و فناوری,مهندسی شیمی,حسین
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,علی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,سینا
مهندسی و فناوری,مهندسی شیمی,علی
مهندسی و فناوری,مهندسی شیمی,سینا
مهندسی و فناوری,مهندسی شیمی,امیربراتان
مهندسی و فناوری,مهندسی شیمی,عینیا
مهندسی و فناوری,مهندسی شیمی,امیرحسین
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,عباس
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,علیرضا
مهندسی و فناوری,مهندسی شیمی,مهدی
مهندسی و فناوری,مهندسی شیمی,مرتضی
مهندسی و فناوری,مهندسی شیمی,محسن
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,علی
مهندسی و فناوری,مهندسی شیمی,نیما
مهندسی و فناوری,مهندسی شیمی,اسماعیل
مهندسی و فناوری,مهندسی شیمی,کیمیا
مهندسی و فناوری,مهندسی شیمی,مهدی
مهندسی و فناوری,مهندسی شیمی,سینا
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مهدی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,علیرضا
مهندسی و فناوری,مهندسی شیمی,محسن
مهندسی و فناوری,مهندسی شیمی,سینا
مهندسی و فناوری,مهندسی شیمی,سینا
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,علی
مهندسی و فناوری,مهندسی شیمی,حسن
مهندسی و فناوری,مهندسی شیمی,سارا
مهندسی و فناوری,مهندسی شیمی,امین
مهندسی و فناوری,مهندسی شیمی,علیرضا
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,الهام
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,علیرضا
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,علیرضا
مهندسی و فناوری,مهندسی شیمی,رضا
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,آرمین
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,نوید
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,آرش
مهندسی و فناوری,مهندسی شیمی,امیرحسین
مهندسی و فناوری,مهندسی شیمی,محمدرضا
مهندسی و فناوری,مهندسی شیمی,مهدی
مهندسی و فناوری,مهندسی شیمی,حسن
مهندسی و فناوری,مهندسی شیمی,علي
مهندسی و فناوری,مهندسی شیمی,حسین
مهندسی و فناوری,مهندسی شیمی,حسن
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,Mohammad
مهندسی و فناوری,مهندسی شیمی,حسن
مهندسی و فناوری,مهندسی شیمی,شیما
مهندسی و فناوری,مهندسی شیمی,محسن
مهندسی و فناوری,مهندسی شیمی,علیرضا
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,سینا
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,مصطفی
مهندسی و فناوری,مهندسی شیمی,حسن
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,حسن
مهندسی و فناوری,مهندسی عمران,سعید
مهندسی و فناوری,مهندسی عمران,حسن
مهندسی و فناوری,مهندسی عمران,علی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,سجاده
مهندسی و فناوری,مهندسی عمران,سرکش
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,سجاد
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,علی
مهندسی و فناوری,مهندسی عمران,محسن
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,ادین
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,سعید
مهندسی و فناوری,مهندسی عمران,سعید
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,حسن
مهندسی و فناوری,مهندسی عمران,علی
مهندسی و فناوری,مهندسی عمران,محمد
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,سعید
مهندسی و فناوری,مهندسی عمران,سجاد
مهندسی و فناوری,مهندسی عمران,پژمان
مهندسی و فناوری,مهندسی عمران,سجاد
مهندسی و فناوری,مهندسی عمران,حسین
مهندسی و فناوری,مهندسی عمران,محسن
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مهدی
مهندسی و فناوری,مهندسی عمران,علیرضا
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,امیر
مهندسی و فناوری,مهندسی عمران,مهدی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,سینا
مهندسی و فناوری,مهندسی عمران,حسن
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,محسن
مهندسی و فناوری,مهندسی عمران,سجاد
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,سینا
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,سعید
مهندسی و فناوری,مهندسی عمران,مجتبی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,سعید
مهندسی و فناوری,مهندسی عمران,فرشید
مهندسی و فناوری,مهندسی عمران,امیرحسین
مهندسی و فناوری,مهندسی عمران,امیر
مهندسی و فناوری,مهندسی عمران,مهدی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,حسن
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مهدی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,رضا
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مهدی
مهندسی و فناوری,مهندسی عمران,رضا
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,علیرضا
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,محسن
مهندسی و فناوری,مهندسی عمران,حسام
مهندسی و فناوری,مهندسی عمران,دلشاده
مهندسی و فناوری,مهندسی عمران,حمید
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی عمران,فیلیپ
مهندسی و فناوری,مهندسی عمران,امیر
مهندسی و فناوری,مهندسی عمران,پوریا
مهندسی و فناوری,مهندسی عمران,پویا
مهندسی و فناوری,مهندسی عمران,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,علی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,امیر
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,آرمین
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,صینا
مهندسی و فناوری,مهندسی کامپیوتر,پوریا
مهندسی و فناوری,مهندسی کامپیوتر,سامان
مهندسی و فناوری,مهندسی کامپیوتر,مصطفین
مهندسی و فناوری,مهندسی کامپیوتر,مهدی
مهندسی و فناوری,مهندسی کامپیوتر,دیوید
مهندسی و فناوری,مهندسی کامپیوتر,مهدی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,سامانتا
مهندسی و فناوری,مهندسی کامپیوتر,نیما
مهندسی و فناوری,مهندسی کامپیوتر,سینا
مهندسی و فناوری,مهندسی کامپیوتر,Amin
مهندسی و فناوری,مهندسی کامپیوتر,نیما
مهندسی و فناوری,مهندسی کامپیوتر,آریانا
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,بهروز
مهندسی و فناوری,مهندسی کامپیوتر,آرمان
مهندسی و فناوری,مهندسی کامپیوتر,علی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,علیرضا
مهندسی و فناوری,مهندسی کامپیوتر,سینا
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,پویا
مهندسی و فناوری,مهندسی کامپیوتر,مهدی
مهندسی و فناوری,مهندسی کامپیوتر,سعدی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,محمد
مهندسی و فناوری,مهندسی کامپیوتر,علی
مهندسی و فناوری,مهندسی کامپیوتر,امیر
مهندسی و فناوری,مهندسی کامپیوتر,ماهداد
مهندسی و فناوری,مهندسی کامپیوتر,پویا
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,پویا
مهندسی و فناوری,مهندسی کامپیوتر,پوریا
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,امیر
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,سینا
مهندسی و فناوری,مهندسی کامپیوتر,الاء
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,عیسیا
مهندسی و فناوری,مهندسی کامپیوتر,الیا
مهندسی و فناوری,مهندسی کامپیوتر,مهدی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,محمد
مهندسی و فناوری,مهندسی کامپیوتر,امیرحسین
مهندسی و فناوری,مهندسی کامپیوتر,مهدی
مهندسی و فناوری,مهندسی کامپیوتر,امیرا
مهندسی و فناوری,مهندسی کامپیوتر,علیرضا
مهندسی و فناوری,مهندسی کامپیوتر,عیسیا
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,پویا
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مهدی
مهندسی و فناوری,مهندسی کامپیوتر,محمد
مهندسی و فناوری,مهندسی کامپیوتر,علی
مهندسی و فناوری,مهندسی کامپیوتر,مهدی
مهندسی و فناوری,مهندسی کامپیوتر,رضا
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,نیما
مهندسی و فناوری,مهندسی کامپیوتر,امیرماهان
مهندسی و فناوری,مهندسی کامپیوتر,مهدی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,سجاد
مهندسی و فناوری,مهندسی کامپیوتر,حسن
مهندسی و فناوری,مهندسی کامپیوتر,مهدی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,اینیا
مهندسی و فناوری,مهندسی کامپیوتر,مهدی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی کامپیوتر,مصطفی
مهندسی و فناوری,مهندسی برق,مصطفی
مهندسی و فناوری,مهندسی برق,مصطفی
مهندسی و فناوری,مهندسی برق,مهدی
مهندسی و فناوری,مهندسی برق,سعید
مهندسی و فناوری,مهندسی برق,مصطفی
مهندسی و فناوری,مهندسی برق,نوید
مهندسی و فناوری,مهندسی برق,مصطفی
مهندسی و فناوری,مهندسی برق,علیرضا
مهندسی و فناوری,مهندسی برق,حسام
مهندسی و فناوری,مهندسی برق,مصطفی
مهندسی و فناوری,مهندسی برق,محمود
مهندسی و فناوری,مهندسی برق,مصطفی
مهندسی و فناوری,مهندسی برق,سعید
مهندسی و فناوری,مهندسی برق,محمد
مهندسی و فناوری,مهندسی برق,حسن
مهندسی و فناوری,مهندسی برق,مصطفی
مهندسی و فناوری,مهندسی برق,مصطفی
مهندسی و فناوری,مهندسی برق,سامان
مهندسی و فناوری,مهندسی برق,مصطفی
مهندسی و فناوری,مهندسی برق,استیون
مهندسی و فناوری,مهندسی برق,مصطفی
